experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time
NHANES_Gemma3_27b,"tapioca, pearl, dry",none,False,gemma3-27b,1317,toasted pearl couscous,False,false_positive,3.775,none,True,,10.091,none,True,,9.009,toasted pearl couscous,False,false_positive,3.509,none,True,,2.351,toasted pearl couscous,False,false_positive,6.874,none,True,,11.809,toasted pearl couscous,False,false_positive,8.430,none,True,,6.034,dried coconut strips,False,false_positive,3.616,none,True,,0.784,plantain banana (steamed 10 in),False,false_positive,6.278,toasted pearl couscous,False,false_positive,6.019,toasted pearl couscous,False,false_positive,6.903,dried coconut strips,False,false_positive,5.297,plantain banana (steamed 10 in),False,false_positive,7.896,toasted pearl couscous,False,false_positive,13.713,toasted pearl couscous,False,false_positive,2.459,toasted pearl couscous,False,false_positive,1.402,toasted pearl couscous,False,false_positive,4.056
NHANES_Gemma3_27b,"cress, garden, raw",none,False,gemma3-27b,1317,none,True,,3.156,none,True,,10.617,none,True,,2.542,steamed whole snow peas,False,false_positive,9.075,none,True,,3.751,steamed whole snow peas,False,false_positive,6.649,none,True,,13.238,none,True,,8.244,none,True,,6.016,none,True,,4.128,none,True,,1.124,frozen edamame,False,false_positive,4.373,steamed curely mustard greens,False,false_positive,10.077,steamed curely mustard greens,False,false_positive,4.045,basil,False,false_positive,5.956,basil,False,false_positive,4.461,parsley,False,false_positive,6.844,steamed whole carrots,False,false_positive,5.304,steamed curely mustard greens,False,false_positive,17.672,frozen edamame,False,false_positive,3.329
NHANES_Gemma3_27b,"babyfood, dinner, pasta with vegetables",none,False,gemma3-27b,1317,pasta sauce w/ tomato and basil,False,false_positive,12.988,none,True,,3.475,spaghetti,False,false_positive,4.277,spaghetti,False,false_positive,0.498,whole wheat spaghetti,False,false_positive,7.877,spaghetti,False,false_positive,3.642,none,True,,1.140,none,True,,10.916,none,True,,4.002,spaghetti,False,false_positive,4.756,whole wheat spaghetti,False,false_positive,4.807,whole wheat spaghetti,False,false_positive,3.913,whole wheat spaghetti,False,false_positive,7.721,whole wheat spaghetti,False,false_positive,6.244,whole wheat spaghetti,False,false_positive,6.153,whole wheat spaghetti,False,false_positive,9.335,whole wheat spaghetti,False,false_positive,14.199,whole wheat spaghetti,False,false_positive,8.331,whole wheat spaghetti,False,false_positive,14.955,whole wheat spaghetti,False,false_positive,1.556
NHANES_Gemma3_27b,"chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",chicken breast,True,gemma3-27b,1317,chicken breast,True,,2.784,chicken breast tender,False,wrong_match,4.259,chicken breast,True,,5.386,chicken breast,True,,3.292,chicken breast,True,,9.897,chicken breast,True,,3.515,chicken breast,True,,7.683,chicken breast,True,,10.386,chicken breast,True,,7.347,none,False,missed_match,17.737,chicken breast,True,,1.877,chicken breast,True,,3.701,chicken breast tender,False,wrong_match,5.352,chicken breast tender,False,wrong_match,8.848,chicken breast tender,False,wrong_match,11.080,chicken breast,True,,11.017,chicken breast tender,False,wrong_match,10.094,chicken breast tender,False,wrong_match,10.581,chicken breast tender,False,wrong_match,4.872,chicken breast tender,False,wrong_match,17.940
NHANES_Gemma3_27b,"fish, salmon, pink, canned, total can contents",none,False,gemma3-27b,1317,none,True,,8.946,none,True,,4.048,albacore white tuna,False,false_positive,5.954,plant based fish fillet,False,false_positive,8.042,none,True,,7.975,none,True,,2.683,albacore white tuna,False,false_positive,8.027,plant based fish fillet,False,false_positive,12.504,none,True,,0.773,plant based fish fillet,False,false_positive,6.215,plant based fish fillet,False,false_positive,9.679,albacore white tuna,False,false_positive,2.523,albacore white tuna,False,false_positive,12.802,albacore white tuna,False,false_positive,6.213,albacore white tuna,False,false_positive,6.653,albacore white tuna,False,false_positive,3.768,albacore white tuna,False,false_positive,7.783,albacore white tuna,False,false_positive,13.502,albacore white tuna,False,false_positive,4.034,albacore white tuna,False,false_positive,3.369
NHANES_Gemma3_27b,"pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",ground pork,True,gemma3-27b,1317,ground pork,True,,3.898,none,False,missed_match,4.281,ground pork,True,,3.670,ground pork,True,,1.667,ground pork,True,,3.151,ground pork,True,,4.302,none,False,missed_match,5.458,ground pork,True,,1.957,none,False,missed_match,3.556,none,False,missed_match,4.041,ground pork,True,,5.743,ground pork,True,,8.622,ground pork,True,,7.048,ground pork,True,,7.920,ground pork,True,,7.371,ground pork,True,,2.655,ground pork,True,,13.015,ground pork,True,,6.339,ground pork,True,,2.461,ground pork,True,,2.780
NHANES_Gemma3_27b,"corn, sweet, white, cooked, boiled, drained, without salt",frozen golden corn kernels (siganture select),True,gemma3-27b,1317,none,False,missed_match,9.231,none,False,missed_match,4.242,none,False,missed_match,3.878,none,False,missed_match,9.305,none,False,missed_match,4.733,none,False,missed_match,2.304,none,False,missed_match,9.872,none,False,missed_match,5.893,none,False,missed_match,5.112,none,False,missed_match,13.689,frozen whole green beans,False,wrong_match,8.421,plantain banana (steamed 10 in),False,wrong_match,1.565,frozen golden corn kernels (siganture select),True,,2.044,frozen golden corn kernels (siganture select),True,,10.008,frozen golden corn kernels (siganture select),True,,6.586,quinoa,False,wrong_match,14.519,frozen golden corn kernels (siganture select),True,,7.137,frozen golden corn kernels (siganture select),True,,5.013,frozen golden corn kernels (siganture select),True,,6.005,steamed whole carrots,False,wrong_match,4.228
NHANES_Gemma3_27b,"cheese, colby",sharp chedder cheese,True,gemma3-27b,1317,none,False,missed_match,21.451,none,False,missed_match,8.169,none,False,missed_match,3.814,none,False,missed_match,10.682,sharp chedder cheese,True,,8.405,none,False,missed_match,6.129,none,False,missed_match,2.251,none,False,missed_match,1.867,none,False,missed_match,5.419,none,False,missed_match,6.738,sharp chedder cheese,True,,2.608,sharp chedder cheese,True,,8.181,sharp chedder cheese,True,,2.059,cream cheese,False,wrong_match,11.537,sharp chedder cheese,True,,8.066,brown rice rice cake,False,wrong_match,6.161,brown rice rice cake,False,wrong_match,6.587,cream cheese,False,wrong_match,8.938,cream cheese,False,wrong_match,3.215,sour cream,False,wrong_match,6.077
NHANES_Gemma3_27b,"refried beans, canned, fat-free",refried beans,True,gemma3-27b,1317,refried beans,True,,3.615,refried beans,True,,8.613,refried beans,True,,1.270,refried beans,True,,3.232,refried beans,True,,5.787,refried beans,True,,2.746,refried beans,True,,0.820,refried beans,True,,4.526,refried beans,True,,9.660,refried beans,True,,4.837,refried beans,True,,6.345,refried beans,True,,11.285,refried beans,True,,7.924,refried beans,True,,6.988,refried beans,True,,4.264,refried beans,True,,8.443,refried beans,True,,8.724,refried beans,True,,5.012,canned black beans (s&w),False,wrong_match,4.282,refried beans,True,,5.836
NHANES_Gemma3_27b,"crustaceans, crab, blue, cooked, moist heat",none,False,gemma3-27b,1317,shrimp,False,false_positive,2.882,none,True,,5.800,shrimp,False,false_positive,4.200,shrimp,False,false_positive,9.293,shrimp,False,false_positive,2.254,shrimp,False,false_positive,4.716,none,True,,4.067,shrimp,False,false_positive,5.632,none,True,,3.201,shrimp,False,false_positive,4.816,shrimp,False,false_positive,9.095,shrimp,False,false_positive,9.519,shrimp,False,false_positive,10.670,shrimp,False,false_positive,8.802,shrimp,False,false_positive,10.036,shrimp,False,false_positive,15.897,shrimp,False,false_positive,7.471,shrimp,False,false_positive,6.936,shrimp,False,false_positive,6.100,shrimp,False,false_positive,6.700
NHANES_Gemma3_27b,"peppers, hot chili, red, raw",jalapeno,True,gemma3-27b,1317,none,False,missed_match,18.048,steamed whole red bell pepper w/o seed,False,wrong_match,6.646,steamed whole red bell pepper w/o seed,False,wrong_match,14.295,steamed whole red bell pepper w/o seed,False,wrong_match,5.683,steamed whole red bell pepper w/o seed,False,wrong_match,14.891,steamed whole red bell pepper w/o seed,False,wrong_match,1.331,steamed whole red bell pepper w/o seed,False,wrong_match,6.959,steamed whole red bell pepper w/o seed,False,wrong_match,12.771,none,False,missed_match,4.347,steamed whole red bell pepper w/o seed,False,wrong_match,14.202,steamed whole red bell pepper w/o seed,False,wrong_match,13.666,steamed whole red bell pepper w/o seed,False,wrong_match,8.057,steamed whole red bell pepper w/o seed,False,wrong_match,12.977,steamed whole red bell pepper w/o seed,False,wrong_match,9.036,steamed whole red bell pepper w/o seed,False,wrong_match,8.215,steamed whole red bell pepper w/o seed,False,wrong_match,6.911,steamed whole red bell pepper w/o seed,False,wrong_match,6.567,steamed whole red bell pepper w/o seed,False,wrong_match,5.515,steamed whole red bell pepper w/o seed,False,wrong_match,2.512,steamed whole red bell pepper w/o seed,False,wrong_match,13.697
NHANES_Gemma3_27b,"beverages, abbott, ensure, nutritional shake, ready-to-drink",none,False,gemma3-27b,1317,none,True,,7.802,none,True,,6.307,none,True,,9.257,none,True,,1.054,none,True,,2.044,none,True,,1.717,none,True,,8.126,coca cola,False,false_positive,4.895,none,True,,5.714,none,True,,5.408,none,True,,4.969,none,True,,6.817,none,True,,5.251,none,True,,15.254,protein powder,False,false_positive,8.835,protein powder,False,false_positive,7.509,sprite,False,false_positive,6.780,none,True,,10.724,sprite,False,false_positive,2.479,brewed coffee,False,false_positive,6.814
NHANES_Gemma3_27b,"cheese, muenster, low fat",none,False,gemma3-27b,1317,none,True,,2.094,none,True,,11.573,none,True,,29.285,none,True,,10.768,none,True,,5.552,none,True,,2.626,none,True,,5.583,none,True,,5.492,none,True,,3.997,none,True,,9.307,low moisture part skim mozarella cheese,False,false_positive,2.776,plantain banana (steamed 10 in),False,false_positive,10.491,cream cheese,False,false_positive,14.932,cream cheese,False,false_positive,10.361,cream cheese,False,false_positive,10.380,whole original english muffin (thomas),False,false_positive,4.514,none,True,,15.299,none,True,,14.549,cream cheese,False,false_positive,3.899,sour cream,False,false_positive,6.440
NHANES_Gemma3_27b,"rice, white, long-grain, regular, enriched, cooked",enriched long white rice (mahatma),True,gemma3-27b,1317,enriched long white rice (mahatma),True,,5.228,enriched long white rice (mahatma),True,,6.643,enriched long white rice (mahatma),True,,10.852,enriched long white rice (mahatma),True,,5.829,enriched long white rice (mahatma),True,,1.945,enriched long white rice (mahatma),True,,8.639,enriched long white rice (mahatma),True,,5.083,enriched long white rice (mahatma),True,,12.725,enriched long white rice (mahatma),True,,17.895,enriched long white rice (mahatma),True,,9.864,enriched long white rice (mahatma),True,,7.646,enriched long white rice (mahatma),True,,4.144,enriched long white rice (mahatma),True,,6.482,enriched long white rice (mahatma),True,,4.885,enriched long white rice (mahatma),True,,4.052,enriched long white rice (mahatma),True,,0.908,enriched long white rice (mahatma),True,,4.608,enriched long white rice (mahatma),True,,4.489,enriched long white rice (mahatma),True,,3.691,enriched long white rice (mahatma),True,,4.446
NHANES_Gemma3_27b,"peanuts, all types, raw",peanuts,True,gemma3-27b,1317,peanuts,True,,2.129,peanuts,True,,8.235,peanuts,True,,3.795,peanuts,True,,1.780,peanuts,True,,2.308,peanuts,True,,3.738,peanuts,True,,4.325,peanuts,True,,10.700,peanuts,True,,5.134,peanuts,True,,5.499,peanuts,True,,6.127,peanuts,True,,4.092,peanuts,True,,12.772,peanuts,True,,5.673,peanuts,True,,9.265,peanuts,True,,9.304,peanuts,True,,5.138,peanuts,True,,4.538,peanuts,True,,1.564,peanuts,True,,10.196
NHANES_Gemma3_27b,"whey, acid, dried",protein powder,True,gemma3-27b,1317,none,False,missed_match,11.571,none,False,missed_match,5.817,dried coconut strips,False,wrong_match,4.347,none,False,missed_match,7.397,none,False,missed_match,1.420,none,False,missed_match,17.767,none,False,missed_match,11.325,dried coconut strips,False,wrong_match,11.800,none,False,missed_match,7.308,none,False,missed_match,23.072,dried coconut strips,False,wrong_match,2.264,dried apricots,False,wrong_match,18.178,protein powder,True,,9.130,dried coconut strips,False,wrong_match,5.399,dried coconut strips,False,wrong_match,3.107,dried coconut strips,False,wrong_match,4.928,protein powder,True,,9.415,dried apricots,False,wrong_match,5.071,dried apricots,False,wrong_match,7.100,protein powder,True,,10.918
NHANES_Gemma3_27b,"pimento, canned",none,False,gemma3-27b,1317,none,True,,2.505,none,True,,5.662,none,True,,3.562,canned black beans (s&w),False,false_positive,4.201,none,True,,7.748,none,True,,3.909,none,True,,3.222,none,True,,2.316,none,True,,6.826,none,True,,7.782,none,True,,2.178,none,True,,1.060,none,True,,1.046,canned black beans (s&w),False,false_positive,7.534,canned black beans (s&w),False,false_positive,4.462,whole grain pearl barley,False,false_positive,7.602,ground turkey,False,false_positive,2.931,canned black beans (s&w),False,false_positive,6.330,canned black beans (s&w),False,false_positive,3.262,canned black beans (s&w),False,false_positive,6.590
NHANES_Gemma3_27b,"blackberries, canned, heavy syrup, solids and liquids",whole blackberry,True,gemma3-27b,1317,none,False,missed_match,1.388,none,False,missed_match,2.119,none,False,missed_match,4.585,none,False,missed_match,1.411,none,False,missed_match,7.460,none,False,missed_match,0.400,none,False,missed_match,7.198,none,False,missed_match,3.953,none,False,missed_match,5.142,none,False,missed_match,6.187,whole blackberry,True,,8.982,whole blackberry,True,,11.557,whole blackberry,True,,1.848,canned black beans (s&w),False,wrong_match,6.590,whole blackberry,True,,5.907,whole blackberry,True,,7.600,whole sweet cherry,False,wrong_match,10.218,whole blackberry,True,,5.005,whole blackberry,True,,3.343,whole sweet cherry,False,wrong_match,11.349
NHANES_Gemma3_27b,"tomatoes, red, ripe, canned, packed in tomato juice, no salt added",muir's diced tomatoes,True,gemma3-27b,1317,muir's diced tomatoes,True,,3.549,muir's diced tomatoes,True,,15.756,none,False,missed_match,11.527,muir's diced tomatoes,True,,4.445,muir's diced tomatoes,True,,12.151,muir's diced tomatoes,True,,8.828,none,False,missed_match,1.332,muir's diced tomatoes,True,,16.100,muir's diced tomatoes,True,,13.498,muir's diced tomatoes,True,,8.568,muir's diced tomatoes,True,,10.215,muir's diced tomatoes,True,,18.633,muir's diced tomatoes,True,,1.113,none,False,missed_match,11.590,muir's diced tomatoes,True,,8.711,muir's diced tomatoes,True,,6.899,muir's diced tomatoes,True,,14.733,none,False,missed_match,13.216,hunt's tomato paste,False,wrong_match,2.313,muir's diced tomatoes,True,,6.217
NHANES_Gemma3_27b,"pork, cured, shoulder, arm picnic, separable lean and fat, roasted",ground pork,True,gemma3-27b,1317,ground pork,True,,2.658,none,False,missed_match,2.877,ground pork,True,,4.172,ground pork,True,,3.359,ground pork,True,,4.912,ground pork,True,,0.467,ground pork,True,,4.171,ground pork,True,,3.876,none,False,missed_match,5.956,ground pork,True,,7.554,plant based bacon strip,False,wrong_match,8.370,ground pork,True,,4.111,ground pork,True,,16.533,ground pork,True,,7.399,plant based bacon strip,False,wrong_match,4.629,ground pork,True,,7.018,ground pork,True,,10.171,ground pork,True,,5.959,ground pork,True,,2.791,ground pork,True,,5.990
NHANES_Gemma3_27b,miso,none,False,gemma3-27b,1317,none,True,,2.198,none,True,,2.870,none,True,,0.485,none,True,,1.408,soy flour,False,false_positive,6.539,none,True,,4.511,none,True,,0.710,none,True,,5.279,none,True,,6.681,soy sauce,False,false_positive,7.552,soy flour,False,false_positive,5.504,none,True,,1.553,none,True,,1.507,none,True,,6.049,soy flour,False,false_positive,8.425,basil,False,false_positive,7.484,soy flour,False,false_positive,5.270,soy flour,False,false_positive,7.857,dried apricots,False,false_positive,16.390,soy flour,False,false_positive,5.770
NHANES_Gemma3_27b,"limes, raw",lime juice,True,gemma3-27b,1317,lime juice,True,,2.835,none,False,missed_match,7.450,none,False,missed_match,3.359,lime juice,True,,1.479,none,False,missed_match,5.772,lime juice,True,,5.416,none,False,missed_match,2.727,none,False,missed_match,5.249,none,False,missed_match,6.089,none,False,missed_match,4.822,lime juice,True,,6.576,none,False,missed_match,4.652,lime juice,True,,12.005,lime juice,True,,10.636,lime juice,True,,5.581,mayonnaise,False,wrong_match,6.967,lime juice,True,,9.377,lime juice,True,,6.926,lime juice,True,,2.810,lime juice,True,,8.054
NHANES_Gemma3_27b,"crustaceans, shrimp, mixed species, cooked, moist heat (may have been previously frozen)",shrimp,True,gemma3-27b,1317,shrimp,True,,2.385,shrimp,True,,3.053,shrimp,True,,5.205,shrimp,True,,8.560,shrimp,True,,6.408,shrimp,True,,9.409,shrimp,True,,5.225,shrimp,True,,3.572,shrimp,True,,1.247,shrimp,True,,3.592,shrimp,True,,1.092,shrimp,True,,2.611,shrimp,True,,1.137,shrimp,True,,10.319,shrimp,True,,10.729,shrimp,True,,10.111,shrimp,True,,12.517,shrimp,True,,8.294,shrimp,True,,5.821,shrimp,True,,7.935
NHANES_Gemma3_27b,"reduced sodium: chicken breast, deli, rotisserie seasoned, sliced, prepackaged",chicken breast,True,gemma3-27b,1317,none,False,missed_match,14.885,chicken breast,True,,9.272,chicken breast,True,,4.966,chicken breast,True,,8.920,chicken breast,True,,6.804,chicken breast,True,,0.743,none,False,missed_match,12.195,chicken breast,True,,12.008,none,False,missed_match,5.509,none,False,missed_match,5.808,chicken breast,True,,0.480,chicken breast,True,,6.483,chicken breast tender,False,wrong_match,13.485,chicken breast,True,,9.264,chicken breast tender,False,wrong_match,11.643,chicken breast,True,,15.613,chicken breast,True,,5.581,chicken breast,True,,7.276,chicken breast,True,,16.773,chicken breast tender,False,wrong_match,7.182
NHANES_Gemma3_27b,"protein supplement, milk based, muscle milk light, powder",protein powder,True,gemma3-27b,1317,none,False,missed_match,12.801,protein powder,True,,8.315,protein powder,True,,4.390,none,False,missed_match,2.491,protein powder,True,,8.507,none,False,missed_match,10.853,protein powder,True,,5.994,protein powder,True,,3.164,protein powder,True,,3.697,protein powder,True,,7.513,protein powder,True,,7.118,protein powder,True,,7.128,protein powder,True,,3.584,protein powder,True,,8.187,protein powder,True,,5.451,protein powder,True,,6.073,protein powder,True,,11.440,protein powder,True,,7.853,protein powder,True,,15.049,protein powder,True,,1.272
NHANES_Gemma3_27b,"margarine-like spread with yogurt, approximately 40% fat, tub, with salt",none,False,gemma3-27b,1317,none,True,,8.468,none,True,,1.530,none,True,,4.597,none,True,,2.042,none,True,,3.381,none,True,,8.315,none,True,,4.831,yogurt,False,false_positive,0.833,none,True,,5.251,none,True,,6.170,yogurt,False,false_positive,10.002,yogurt,False,false_positive,18.371,yogurt,False,false_positive,8.259,yogurt,False,false_positive,8.339,yogurt,False,false_positive,9.470,yogurt,False,false_positive,8.242,yogurt,False,false_positive,5.641,coconut milk,False,false_positive,4.380,yogurt,False,false_positive,3.821,yogurt,False,false_positive,9.049
NHANES_Gemma3_27b,"dandelion greens, cooked, boiled, drained, without salt",none,False,gemma3-27b,1317,none,True,,2.101,steamed curely mustard greens,False,false_positive,9.414,steamed curely mustard greens,False,false_positive,7.702,steamed curely mustard greens,False,false_positive,11.609,steamed curely mustard greens,False,false_positive,8.812,none,True,,1.227,none,True,,3.092,none,True,,4.531,none,True,,5.660,steamed curely mustard greens,False,false_positive,11.929,steamed curely mustard greens,False,false_positive,1.975,steamed curely mustard greens,False,false_positive,5.554,steamed curely mustard greens,False,false_positive,5.519,steamed curely mustard greens,False,false_positive,9.960,steamed curely mustard greens,False,false_positive,5.288,steamed curely mustard greens,False,false_positive,15.119,steamed curely mustard greens,False,false_positive,10.384,steamed curely mustard greens,False,false_positive,7.452,steamed curely mustard greens,False,false_positive,16.150,steamed curely mustard greens,False,false_positive,5.774
NHANES_Gemma3_27b,"pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",ground pork,True,gemma3-27b,1317,ground pork,True,,2.105,none,False,missed_match,15.576,ground pork,True,,4.114,ground pork,True,,8.733,ground pork,True,,4.297,ground pork,True,,6.116,ground pork,True,,4.361,ground pork,True,,3.517,none,False,missed_match,6.436,ground pork,True,,5.648,ground pork,True,,10.249,ground pork,True,,20.693,ground pork,True,,0.583,ground pork,True,,7.925,ground pork,True,,8.011,ground pork,True,,5.395,ground pork,True,,5.833,ground pork,True,,8.151,ground pork,True,,1.043,ground pork,True,,15.658
NHANES_Gemma3_27b,"pork, fresh, shoulder, (boston butt), blade (steaks), separable lean only, cooked, braised",ground pork,True,gemma3-27b,1317,ground pork,True,,1.703,none,False,missed_match,8.674,ground pork,True,,5.355,ground pork,True,,1.484,ground pork,True,,5.292,ground pork,True,,9.359,ground pork,True,,4.943,ground pork,True,,12.210,none,False,missed_match,6.260,ground pork,True,,3.536,ground pork,True,,6.484,ground pork,True,,6.314,ground pork,True,,7.685,ground pork,True,,9.699,ground pork,True,,4.461,ground pork,True,,8.923,ground pork,True,,9.947,ground pork,True,,7.951,ground pork,True,,5.024,ground pork,True,,14.829
NHANES_Gemma3_27b,"water, bottled, generic",none,False,gemma3-27b,1317,none,True,,9.739,none,True,,7.730,none,True,,2.300,none,True,,8.194,none,True,,4.795,none,True,,3.413,none,True,,4.439,none,True,,8.608,none,True,,3.256,none,True,,5.525,none,True,,1.624,none,True,,6.427,none,True,,14.556,none,True,,2.501,pulp free orange juice,False,false_positive,9.565,coca cola,False,false_positive,14.477,none,True,,9.438,pulp free orange juice,False,false_positive,4.298,pulp free orange juice,False,false_positive,15.612,sprite,False,false_positive,15.783
NHANES_Gemma3_27b,"milk, buttermilk, fluid, cultured, lowfat",none,False,gemma3-27b,1317,none,True,,8.284,none,True,,8.121,none,True,,20.298,none,True,,6.385,none,True,,3.060,none,True,,8.374,none,True,,4.589,none,True,,1.154,none,True,,5.409,none,True,,8.242,lowfat chocolate milk,False,false_positive,7.760,coconut milk,False,false_positive,3.983,half and half,False,false_positive,2.715,coconut milk,False,false_positive,4.087,half and half,False,false_positive,10.540,coconut milk,False,false_positive,2.638,half and half,False,false_positive,4.091,whole milk,False,false_positive,6.368,coconut milk,False,false_positive,14.684,half and half,False,false_positive,6.876
NHANES_Gemma3_27b,"beans, snap, green, canned, no salt added, drained solids",steamed green beans,True,gemma3-27b,1317,none,False,missed_match,30.009,canned black beans (s&w),False,wrong_match,11.151,canned black beans (s&w),False,wrong_match,11.726,canned black beans (s&w),False,wrong_match,7.991,canned kidney beans,False,wrong_match,1.714,canned black beans (s&w),False,wrong_match,13.192,none,False,missed_match,15.195,none,False,missed_match,3.680,none,False,missed_match,1.745,canned black beans (s&w),False,wrong_match,6.673,canned kidney beans,False,wrong_match,1.645,canned black beans (s&w),False,wrong_match,7.640,canned black beans (s&w),False,wrong_match,6.010,canned black beans (s&w),False,wrong_match,7.055,canned black beans (s&w),False,wrong_match,4.489,canned black beans (s&w),False,wrong_match,3.282,canned black beans (s&w),False,wrong_match,11.902,canned black beans (s&w),False,wrong_match,4.994,canned black beans (s&w),False,wrong_match,5.604,steamed whole snow peas,False,wrong_match,8.172
NHANES_Gemma3_27b,"pork, cured, ham, extra lean and regular, canned, roasted",ground pork,True,gemma3-27b,1317,none,False,missed_match,6.155,none,False,missed_match,10.071,ground pork,True,,4.926,ground pork,True,,3.658,none,False,missed_match,1.248,ground pork,True,,5.725,ground pork,True,,6.442,ground pork,True,,4.488,none,False,missed_match,3.640,ground pork,True,,3.449,plant based bacon strip,False,wrong_match,8.334,ground pork,True,,5.229,plant based bacon strip,False,wrong_match,6.658,plant based bacon strip,False,wrong_match,8.155,plant based bacon strip,False,wrong_match,5.649,ground pork,True,,13.889,plant based bacon strip,False,wrong_match,10.302,ground pork,True,,7.846,plant based bacon strip,False,wrong_match,0.601,plant based bacon strip,False,wrong_match,3.362
NHANES_Gemma3_27b,"margarine, regular, 80% fat, composite, tub, with salt, with added vitamin d",none,False,gemma3-27b,1317,none,True,,2.164,none,True,,8.287,none,True,,3.369,none,True,,9.216,none,True,,5.842,none,True,,5.011,none,True,,5.102,none,True,,3.393,none,True,,5.277,none,True,,2.971,none,True,,5.280,none,True,,3.005,unsalted butter,False,false_positive,14.545,none,True,,6.096,unsalted butter,False,false_positive,9.024,unsalted butter,False,false_positive,15.663,unsalted butter,False,false_positive,11.518,unsalted butter,False,false_positive,6.917,unsalted butter,False,false_positive,4.918,unsalted butter,False,false_positive,8.036
NHANES_Gemma3_27b,"pork, fresh, loin, whole, separable lean only, cooked, braised",ground pork,True,gemma3-27b,1317,ground pork,True,,3.383,none,False,missed_match,3.769,ground pork,True,,4.618,ground pork,True,,1.956,ground pork,True,,5.668,ground pork,True,,6.223,ground pork,True,,6.609,ground pork,True,,4.348,none,False,missed_match,1.584,none,False,missed_match,6.801,ground pork,True,,6.557,ground pork,True,,18.310,ground pork,True,,5.734,ground pork,True,,8.567,ground pork,True,,8.020,ground pork,True,,7.952,ground pork,True,,13.307,ground pork,True,,7.946,ground pork,True,,16.250,ground pork,True,,19.081
NHANES_Gemma3_27b,"babyfood, dessert, peach yogurt",none,False,gemma3-27b,1317,yogurt,False,false_positive,3.353,none,True,,14.660,yogurt,False,false_positive,6.180,yogurt,False,false_positive,3.322,yogurt,False,false_positive,6.361,yogurt,False,false_positive,3.111,yogurt,False,false_positive,1.324,none,True,,6.905,none,True,,4.980,yogurt,False,false_positive,4.777,yogurt,False,false_positive,9.850,yogurt,False,false_positive,19.043,yogurt,False,false_positive,3.346,yogurt,False,false_positive,6.352,yogurt,False,false_positive,11.701,yogurt,False,false_positive,6.410,yogurt,False,false_positive,10.872,yogurt,False,false_positive,8.916,yogurt,False,false_positive,3.859,yogurt,False,false_positive,2.463
NHANES_Gemma3_27b,"fish, herring, atlantic, pickled",none,False,gemma3-27b,1317,none,True,,4.351,none,True,,3.518,plant based fish fillet,False,false_positive,2.772,plant based fish fillet,False,false_positive,10.894,plant based fish fillet,False,false_positive,9.214,plant based fish fillet,False,false_positive,6.542,none,True,,3.027,plant based fish fillet,False,false_positive,9.923,none,True,,4.899,plant based fish fillet,False,false_positive,0.540,pickles,False,false_positive,1.511,plant based fish fillet,False,false_positive,5.993,albacore white tuna,False,false_positive,4.588,albacore white tuna,False,false_positive,7.452,albacore white tuna,False,false_positive,6.636,albacore white tuna,False,false_positive,15.518,albacore white tuna,False,false_positive,12.068,albacore white tuna,False,false_positive,8.144,albacore white tuna,False,false_positive,15.302,albacore white tuna,False,false_positive,8.477
NHANES_Gemma3_27b,"orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",pulp free orange juice,True,gemma3-27b,1317,none,False,missed_match,1.981,pulp free orange juice,True,,15.255,pulp free orange juice,True,,6.838,none,False,missed_match,1.647,none,False,missed_match,3.513,none,False,missed_match,7.037,none,False,missed_match,3.388,pulp free orange juice,True,,13.613,none,False,missed_match,4.821,none,False,missed_match,3.736,none,False,missed_match,1.370,pulp free orange juice,True,,5.066,pulp free orange juice,True,,4.705,pulp free orange juice,True,,5.292,pulp free orange juice,True,,6.544,pulp free orange juice,True,,7.561,pulp free orange juice,True,,10.405,pulp free orange juice,True,,7.319,pulp free orange juice,True,,16.061,pulp free orange juice,True,,5.723
